"east","north","evi.mean","evi.sd","annual.evi.sd","inter.evi.sd","nat.fres","Urban","Industrial","Quarry","ArtificialVeg","Arable","PermanentCrops","Pasture","HeteroAg","Forest","Scrub","OpenGround","InlandWet","MaritimeWet","InlandWater","Marine"
205000,155000,0.582615983,0.08853095,0.098688819,0.022222175,248.4,0,0,0,0,0.0372,0,0.8972,0.0121,0.0431,0.0103,0,0,0,0,0
205000,165000,0.588827503,0.087537393,0.096309377,0.019130135,241.1,0.0052,0,0,0,0.0331,0,0.924,0.0232,0.0026,0.0124,0,0,0,0,0
205000,175000,0.566496645,0.10346051,0.093957632,0.02032818,270.3,0,0,0.0033,0,0.0101,0,0.7543,0.0226,0.1194,0.084,0,0.0063,0,0,0
205000,185000,0.567676714,0.092944239,0.097836453,0.018262334,251.6,0.0028,0,0,0,0.019,0,0.8325,0.043,0.0537,0.0265,0,0.0225,0,0,0
205000,195000,0.545535382,0.102129657,0.098741432,0.021995557,264.3,0.003,0,0,0,0.0561,0,0.6899,0.1021,0.0695,0.0162,0,0.0634,0,0,0
205000,205000,0.528441777,0.109262988,0.101365697,0.019662726,263.9,0.0365,0,0.0027,0.006,0.0089,0,0.6771,0.0853,0.0662,0.0434,0,0.0742,0,0,0
205000,215000,0.477106908,0.148207046,0.103190896,0.018391475,262.5,0.0157,0.0053,0,0,0.005,0,0.5507,0.0727,0.0184,0.1102,0,0.2112,0,0.011,0
205000,225000,0.483007445,0.17123184,0.099407682,0.015467103,263.6,0.0057,0,0,0,0,0,0.5799,0.0176,0.0222,0.0508,0,0.3195,0,0.0044,0
205000,235000,0.449547294,0.137002379,0.110374003,0.019837785,265.9,0.0034,0.004,0,0,0,0,0.5117,0.0131,0.0053,0.0193,0,0.4233,0,0.0203,0
205000,245000,0.413092628,0.194055226,0.10223975,0.015386011,275.2,0.0983,0.029,0,0.0164,0,0,0.4289,0.0254,0.0342,0.01,0,0.0897,0,0.2684,0
205000,255000,0.30738245,0.23068047,0.114859464,0.015283939,273.4,0,0,0,0,0,0,0.3845,0.023,0.0238,0.0162,0,0.077,0,0.4754,0
205000,265000,0.45543633,0.149310629,0.089037418,0.013707928,268,0.0102,0.0022,0,0,0,0,0.5611,0.0232,0.0166,0.0303,0,0.3478,0,0.0088,0
205000,275000,0.418286019,0.132703752,0.097784763,0.013093631,277.1,0.0038,3e-04,0,0,0,0,0.4633,0.069,0.0275,0.0271,0,0.3849,0,0.0245,0
205000,285000,0.456690367,0.124665624,0.093564097,0.014049306,286.9,0.0077,0,0,0,0,0,0.5448,0.0528,0.0681,0.0061,0,0.2434,0,0.0771,0
205000,295000,0.494410722,0.11567581,0.09678748,0.015300883,293.2,0.0132,0,0.0026,0.0016,0,0,0.473,0.3088,0.0376,0.0105,0,0.0676,0,0.0854,0
205000,305000,0.479662419,0.087563307,0.100013611,0.014181411,293.6,0,0,0,0,0,0,0.0184,0.7935,0.0634,0.0723,0,0.0066,0,0.046,0
205000,315000,0.444880408,0.0919786,0.08374147,0.011255634,300.5,0,0,0,0,0,0,0.0081,0.4198,0.1085,0.1292,0,0.3218,0,0.0129,0
205000,325000,0.403790687,0.083818692,0.102339121,0.011269151,308.2,0,0,0,0,0,0,0,0.3054,0.0803,0.0933,0,0.5211,0,0,0
205000,335000,0.419052518,0.115893305,0.108458823,0.013137206,314.9,0.0034,0,0,0,0,0,0.1465,0.2784,0.056,0.0951,0,0.3435,0,0.0771,0
205000,345000,0.3897702,0.095595774,0.083786441,0.009950097,336.2,0,0,0,0,0,0,0.1197,0.0358,0.2254,0.345,0,0.236,0,0.0384,0
205000,355000,0.374419241,0.143550187,0.099753156,0.009689543,343,0,0,0,0,0,0,0.1574,0.0022,0.3056,0.3644,0,0.0207,0,0.1499,0
205000,365000,0.358831514,0.14931244,0.101347522,0.009894558,336.9,0,0,0,0,0,0,0.2094,0.0783,0.0928,0.1022,0,0.312,0,0.2055,0
205000,375000,0.339955714,0.103143721,0.089361484,0.006928803,335.3,0,0,0,0,0,0,0.0066,0.0151,0.2842,0.1749,0,0.414,0,0.1055,0
205000,385000,0.332210154,0.078257803,0.095507858,0.009600582,342.8,0,0,0,0,0,0,0.0041,0.0202,0.2545,0.2706,0.1106,0.3346,0,0.0055,0
205000,395000,0.396202323,0.107118023,0.111178289,0.010626516,325.4,0,0,0,0,0,0,0.1991,0.0775,0.1223,0.0869,0.0262,0.4872,0,9e-04,0
205000,405000,0.388781889,0.087062668,0.102007857,0.009784526,320.7,0,0,0,0,0,0,0.104,0.0278,0.1097,0.1647,0,0.5917,0,0.0024,0
205000,415000,0.38306475,0.108097467,0.116374148,0.010787468,320.7,0,0,0.0028,0,0,0,0.1933,0.0859,0.0721,0.0834,0.0355,0.4927,0,0.0346,0
205000,425000,0.328815261,0.094228475,0.108856169,0.011561741,314.8,5e-04,0,0,0,0,0,0.0718,0.0686,0.0075,0.0575,0.0293,0.7351,0,0.03,0
205000,435000,0.405983723,0.135614337,0.116237486,0.011466501,347.1,0.0186,0,0.0028,0.006,0,0,0.2064,0.1212,0.0651,0.0824,0.0107,0.157,0.0171,0.0086,0.0096
205000,75000,0.552164946,0.126660052,0.069421089,0.020891999,331.7,0.0288,0.0023,0,1e-04,0.094,0,0.6489,0.0464,0.0043,0.0194,0.0015,0,0.0213,0,0.0056
205000,85000,0.536051547,0.117817175,0.076612465,0.019901673,321.1,0,0.0018,0,0,0.1032,0,0.572,0.0897,0.1288,0.0679,0,0,0.0046,0.0035,0.0203
205000,95000,0.531062213,0.112847366,0.092332323,0.014180154,323.7,0.0097,0,0,0.0029,0.1515,0,0.5631,0.1183,0.113,0.0176,0,0.0056,0,0.0184,0
215000,105000,0.552953184,0.117440385,0.083605681,0.015042725,320.9,0,0,0,0.0027,0.0038,0,0.6279,0.0119,0.1243,0.1046,0,0.125,0,0,0
215000,115000,0.5292997,0.121286119,0.100149167,0.021029711,318.2,0,0,0,0,0.1182,0,0.6586,0.0118,0.109,0.046,0,0.0568,0,0,0
215000,125000,0.542404362,0.120794387,0.103008309,0.023676974,315.8,0.037,0.0035,0,0,0.2651,0.0036,0.6462,0.0041,0.0361,0.0047,0,0,0,0,0
215000,135000,0.588639028,0.09944376,0.095204332,0.020205327,298.5,1e-04,0,0,0.0101,0.1269,0,0.854,0,0.0036,0.0056,0,0,0,0,0
215000,145000,0.563694719,0.11255479,0.09844119,0.024052045,299.6,0,0,0.0034,0,0.0403,0,0.8149,0.0133,0.0624,0.0272,0,0.0383,0,0,0
215000,155000,0.555548212,0.113468187,0.095231794,0.021651334,301.4,0.0441,0.0027,0.0064,0.0052,0.0752,0,0.7921,0.0164,0.0176,0.0167,0,0.024,0,0,0
215000,165000,0.591962088,0.091481271,0.089771686,0.020454402,246.1,2e-04,0,0,0,0.0312,0,0.9252,0.006,0.0178,0.0169,0,0.0026,0,0,0
215000,175000,0.574051401,0.10820324,0.098184479,0.021034819,249.4,0.0141,0,0.0035,0,0.0065,0,0.8417,0.0172,0.0304,0.0075,0,0.0795,0,0,0
215000,185000,0.555449276,0.115868711,0.097472406,0.019142435,258.6,0.0309,0,0.0025,0.0048,0.0052,0,0.7266,0.0602,0.039,0.0577,0,0.0734,0,0,0
215000,195000,0.563121592,0.102096798,0.099942108,0.018013926,262.2,0.0057,0,0,0,1e-04,0,0.7369,0.0797,0.0848,0.0751,0,0.0178,0,0,0
215000,205000,0.561056446,0.099937972,0.098144276,0.019586172,261.1,0.0031,0,0,0,0.0426,0,0.7129,0.1198,0.0737,0.0209,0,0.0271,0,0,0
215000,215000,0.498318972,0.139650551,0.095871041,0.016660339,262.6,0.0052,0,0,0,0.04,0,0.4961,0.1042,0.0604,0.0952,0,0.199,0,0,0
215000,225000,0.479195721,0.14924501,0.097706019,0.018061934,263.1,0.0091,0,0,0,0,0,0.5599,0.0216,0.0276,0.1385,0,0.2401,0,0.0036,0
215000,235000,0.559214136,0.115186925,0.102168333,0.01827933,251,0.0172,0.0145,0,0.0085,0,0,0.7917,0.009,0.0059,0.0254,0,0.1279,0,0,0
215000,245000,0.573184865,0.091560266,0.106181656,0.019448328,248,0.0051,0,0,0.0058,0.0041,0,0.8706,0.0252,0.01,0.0325,0,0.0468,0,0,0
215000,255000,0.566198996,0.086888904,0.10965719,0.017619537,251.9,0.0078,0,0,0,0,0,0.8826,0.0201,0.038,0.025,0,0.0229,0,0.0041,0
215000,265000,0.552645014,0.089205473,0.105568869,0.014696821,256.9,0.0042,0,0,0,0,0,0.7784,0.069,0.0396,0.0577,0,0.0513,0,0,0
215000,275000,0.529273163,0.097643137,0.101971972,0.017939451,259.2,0.0501,0.0131,0,0.0044,0,0,0.7917,0.0285,0.0426,0.0199,0,0.0498,0,0,0
215000,285000,0.511614885,0.08080328,0.099638845,0.016868268,262.9,1e-04,0,0,0,0,0,0.8232,0.0542,0.0129,0.0332,0,0.0769,0,0,0
215000,295000,0.508859895,0.08797277,0.096267061,0.015297559,266.1,0,0,0.0038,0.0015,0,0,0.7038,0.1471,0.0484,0.0045,0,0.0639,0,0.027,0
215000,305000,0.495582866,0.074978863,0.100513359,0.012968451,285.9,0,0,0,0,0,0,0.0749,0.7364,0.089,0.0796,0,0.0064,0,0.0137,0
215000,315000,0.486615587,0.102424471,0.101176731,0.012711543,295.1,0.0066,0,0,0,0,0,0.1576,0.614,0.0503,0.0794,0,0.0401,0,0.052,0
215000,325000,0.419931169,0.094583534,0.080045019,0.011758082,302.4,0,0,0,0,0,0,0.0432,0.257,0.0356,0.0998,0,0.5495,0,0.0154,0
215000,335000,0.469518219,0.123932989,0.108444262,0.012352477,325.1,0,0,0.0053,0,0,0,0.5642,0,0.0646,0.1023,0,0.2345,0,0.0296,0
215000,345000,0.505514519,0.103453339,0.106273434,0.018480455,292.1,0,0,0,0.0074,0,0,0.7083,0,0.0789,0.1562,0,0.0416,0,0.0075,0
215000,355000,0.417463985,0.216227907,0.123354682,0.020835767,341.8,0.0031,0,0,0.0036,0,0,0.4907,0.0043,0.0825,0.0177,0,0.0072,0,0.3911,0
215000,365000,0.469470038,0.187602205,0.111533305,0.013770542,330.4,0.0076,0,0,0,0,0,0.5847,0.0335,0.0695,0.0645,0,0.0028,0,0.2376,0
215000,375000,0.419643525,0.091095632,0.107246392,0.006379701,324.4,0,0,0,0,0,0,0.169,0.1003,0.2051,0.1286,0,0.3971,0,0,0
215000,385000,0.424856669,0.09972452,0.103796676,0.009988094,327.1,0,0,0,0,0,0,0.2911,0.0298,0.1331,0.1329,0,0.4132,0,0,0
215000,395000,0.478579686,0.094870126,0.113570873,0.013896431,324.1,0.0336,0,0,0.0029,5e-04,0,0.5561,0.1806,0.1185,0.0396,0,0.0685,0,0,0
215000,405000,0.449671501,0.094322316,0.104154939,0.011490982,335.6,0.0051,0,0,0,6e-04,0,0.4065,0.1284,0.1147,0.0861,0,0.2588,0,0,0
215000,415000,0.451138579,0.102754721,0.111612435,0.012118339,350.3,0.0989,0.0158,0,8e-04,0.0042,0,0.47,0.1228,0.0695,0.0663,0,0.1489,0,0,7e-04
215000,425000,0.428133095,0.118992156,0.108383301,0.009143049,339.5,0.0157,0,0,0,0,0,0.2562,0.2643,0.0269,0.1676,0,0.2097,0,0.0374,0.0057
215000,435000,0.38528525,0.124411396,0.096848359,0.011967581,340.7,0.009,0,0,0.0273,0,0,0.2536,0.1206,0.0162,0.0336,0.0135,0.2632,0.0045,0.0027,0.0309
215000,85000,0.573528391,0.106684566,0.065098501,0.016440062,322.8,0,0,0,0,0.0439,0,0.7408,0.0431,0.0769,0.068,0,0,0.0058,0.0086,0.0017
215000,95000,0.560068154,0.103581431,0.080433911,0.014223993,319.5,0.0034,0,0.0027,0,0.1281,0.0032,0.7179,0.0223,0.0937,0.0248,0,0,0,0.0041,0
225000,105000,0.4972784,0.121522269,0.089727353,0.015386851,324.9,0,0,0,0,0,0,0.4198,0.0393,0.0803,0.2928,0,0.1681,0,0,0
225000,115000,0.436722797,0.110781417,0.108092542,0.011803138,330.9,0,0,0,0,0,0,0.2685,0.0204,0.1182,0.3754,0,0.2178,0,0,0
225000,125000,0.499545325,0.125723419,0.101038368,0.018657837,321.7,0.044,0.0089,0.0031,0.0076,0.1606,0,0.5145,0.0091,0.1697,0.054,0,0.0283,0,0,0
225000,135000,0.56395972,0.124312574,0.102417967,0.019399304,325.9,0.0082,0,0,0,0.0599,0,0.7441,0.0135,0.0643,0.0023,0,0.1078,0,0,0
225000,145000,0.58778103,0.093857329,0.0932232,0.023050116,290.9,0.0051,0,0,0,0.0196,0,0.9212,0.0038,0.0372,0.0027,0,0.0108,0,0,0
225000,155000,0.51693122,0.129639275,0.095773505,0.015635764,311.8,0.0015,0,0,0,0.0286,0,0.6286,0.0255,0.1126,0.0545,0,0.1487,0,0,0
225000,165000,0.524529141,0.147868054,0.086568352,0.019393063,303.5,0.0094,0.004,0,0,0.0179,0,0.6441,0.0344,0.0462,0.0738,0,0.1708,0,0,0
225000,175000,0.569890589,0.109213735,0.095853572,0.018055157,253,0.008,0,0.0057,0.0044,0.0063,0,0.837,0.0164,0.0369,0.0457,0,0.0394,0,0,0
225000,185000,0.580108703,0.08778354,0.103015704,0.020706801,246.1,0.0049,0,0,0,0.0132,0,0.9066,0.0388,0.0154,0.0149,0,0.0063,0,0,0
225000,195000,0.529219835,0.109102568,0.085810929,0.018128639,271.4,0,0,0,0,0,0,0.5056,0.0718,0.258,0.0748,0,0.0901,0,0,0
225000,205000,0.398780224,0.109478661,0.08472437,0.012650525,271.8,0,0,0,0,0,0,0.122,0.0645,0.364,0.2319,0,0.2178,0,0,0
225000,215000,0.542747494,0.103178149,0.10183252,0.013996223,259.4,0.0014,0,0,0,0.0516,0,0.6819,0.0817,0.0537,0.0652,0,0.0648,0,0,0
225000,225000,0.529901607,0.138004349,0.097978274,0.018674203,258.4,0.0034,0,0.0053,0.0053,0.036,0,0.7203,0.0035,0.0245,0.0542,0,0.1476,0,0,0
225000,235000,0.557518265,0.100860927,0.108687299,0.02090783,248.4,0.0239,0.0182,0,0,0.0084,0,0.8489,0.0101,0.0165,0.0171,0,0.057,0,0,0
225000,245000,0.578783873,0.088811656,0.108921785,0.017132981,251.8,0.0036,0,0,0,0.0111,0,0.8917,0.0454,0.0136,0.0093,0,0.0256,0,0,0
225000,255000,0.548233277,0.095225943,0.114652375,0.015429973,253.4,0,0,0,0,0.0079,0,0.8027,0.0273,0.0352,0.0412,0,0.0856,0,0,0
225000,265000,0.539667278,0.104432698,0.100912163,0.016694019,257.5,0,0,0,0,0,0,0.7476,0.0231,0.063,0.0392,0,0.1271,0,0,0
225000,275000,0.542832017,0.085671787,0.104419451,0.014181955,261.9,0.0101,0,0,0,0,0,0.8398,0.0301,0.0369,0.0447,0,0.0362,0,0.0024,0
225000,285000,0.525460543,0.110657078,0.091439976,0.01300674,274.4,0,0,0,0,0,0,0.8066,0.0186,0.0456,0.039,0,0.0392,0,0.051,0
225000,295000,0.523304686,0.108349911,0.091389058,0.012856051,285.4,0.0028,0,0.0025,0,0,0,0.848,0.0164,0.0166,0.0085,0,0.0437,0,0.0618,0
225000,305000,0.528141526,0.088056268,0.093578372,0.013836933,279.6,0.0028,0,0,0,0,0,0.6904,0.1562,0.0713,0.0561,0,0,0,0.0235,0
225000,315000,0.525274645,0.097403559,0.095296858,0.009865539,294.3,0.0099,0,0.0029,0.0097,0,0,0.6025,0.2107,0.0625,0.0543,0,0.0158,0,0.0319,0
225000,325000,0.473954581,0.107456947,0.095669539,0.014397874,315.8,0.0032,0,0.0222,0,0,0,0.547,0.0736,0.0468,0.1266,0,0.1796,0,0.0011,0
225000,335000,0.516527245,0.1415609,0.100115885,0.017125391,286.1,0,0,0,0,0,0,0.8295,0.0181,0.0067,0.0092,0,0,0,0.1364,0
225000,345000,0.519051606,0.130873052,0.099822082,0.013434567,285.3,0.0802,0.0063,0.0053,0.0065,0,0,0.7865,0.0067,0.0023,0.0291,0,0,0,0.0774,0
225000,355000,0.536290896,0.116948091,0.104573802,0.013697448,283.3,0.0229,0.0039,0,0.002,0,0,0.8662,0.0177,0.0129,0.0333,0,0,0,0.0414,0
225000,365000,0.505433855,0.087404881,0.105884946,0.010071302,278.6,0.0034,0,0.0032,0,0,0,0.746,0.0705,0.0204,0.1523,0,0.0033,0,0.001,0
225000,375000,0.417156628,0.100964577,0.103317595,0.007321649,317.7,0,0,0,0,0,0,0.3054,0.0339,0.1515,0.307,0,0.1997,0,0.0026,0
225000,385000,0.536368122,0.102873665,0.106584328,0.012913311,275.8,0.0121,0,0,0,0,0,0.7779,0.0216,0.0264,0.0557,0,0.1063,0,0,0
225000,395000,0.538381946,0.095833572,0.116795279,0.016262096,273.7,0.0103,0,0,0,0.0307,0,0.9147,0.0235,0.0087,0.0062,0,0.0061,0,0,0
225000,405000,0.516217579,0.098155839,0.110868944,0.018511909,272.9,0.0167,0,0,0,0.0071,0,0.832,0.0602,0.0365,0.0293,0,0.0182,0,0,0
225000,415000,0.480592473,0.139456046,0.106596826,0.018500492,332,0.0235,0,0,0.0055,0.0704,0,0.5265,0.1047,0.0256,0.0136,0,0.0085,0.0182,0,0.0047
225000,425000,0.460316233,0.125578094,0.10636592,0.011690159,357,0.018,0,0,0,0,0,0.3223,0.1329,0.0322,0.0484,6e-04,0.175,0.0153,0,0.0074
225000,435000,0.427204786,0.132904367,0.108758865,0.017765712,357.8,0.0041,0,0,0.0054,0,0,0.286,0.0986,0.0142,0.1064,0.0091,0.1992,0,0,0.0109
225000,85000,0.550961188,0.122930932,0.067901673,0.017630674,330.1,0.0034,0,0,0,0.0169,0,0.5385,0.0802,0.0488,0.106,0,0,1e-04,0,0.0309
225000,95000,0.56105968,0.130074819,0.06954844,0.013926585,332,0.0427,0.005,0,0.0138,0.0363,0,0.602,0.0073,0.0694,0.0384,1e-04,0.0157,0.0177,0,0.0027
235000,105000,0.578030818,0.097932517,0.08301456,0.020094003,329,0.0035,0,0,0,0.0359,0,0.7186,0.0433,0.0638,0.1052,0,0.0297,0,0,0
235000,115000,0.586097463,0.127732087,0.084540772,0.022733589,333.5,0,0,0,0,0.0069,0,0.7454,0.0349,0.0489,0.0659,0,0.0956,0,0.0026,0
235000,125000,0.565239906,0.107881092,0.091420731,0.016657691,321.6,0.0088,0.0024,0,0.0036,0.0965,0,0.7275,0.0134,0.1067,0.0261,0,0.0154,0,0,0
235000,135000,0.566165176,0.103681858,0.090369136,0.022857887,315.2,0,0,0,0,0.034,0,0.7864,0,0.1189,0.0242,0,0.0367,0,0,0
235000,145000,0.593133144,0.08665112,0.088413531,0.024029769,301.1,0,0,0,0,0.0283,0,0.9042,0.0035,0.0517,0.0046,0,0.0075,0,0,0
235000,155000,0.589933973,0.086842575,0.084573305,0.020786282,291.7,0,0,0,0,0.0132,0,0.8827,0.0275,0.0582,0.019,0,0,0,0,0
235000,165000,0.587099337,0.096621638,0.090359226,0.020561229,314.4,0.0011,0,0,0,0.0552,0,0.7853,0.0967,0.0226,0.0389,0,0,0,0,0
235000,175000,0.571539663,0.09248871,0.097026206,0.017597834,293.8,0,0,0,0,0.0546,0,0.7038,0.1745,0.0658,0.0016,0,0,0,0,0
235000,185000,0.568218842,0.09347068,0.096302465,0.019229394,261.8,0.0029,0,0,0,0.0299,0,0.8361,0.1038,0.024,0.0036,0,0,0,0,0
235000,195000,0.558172365,0.095066786,0.085654021,0.020012521,269.8,0.0208,0,0.0027,0.0053,0.0082,0,0.7515,0.0465,0.0688,0.0533,0,0.043,0,0,0
235000,205000,0.433723074,0.115643104,0.087358805,0.012702708,267.4,0,0,0,0,0,0,0.1871,0.181,0.2708,0.2,0,0.1612,0,0,0
235000,215000,0.544743801,0.120845185,0.09833742,0.017463649,259.5,0.0053,0,0,0,0.0584,0,0.681,0.0507,0.0644,0.0328,0,0.1076,0,0,0
235000,225000,0.515998768,0.11284888,0.100841784,0.019101968,266.3,0.0789,0.005,0.0115,0.0071,0.0621,0,0.6649,0.0297,0.0481,0.042,0,0.0509,0,0,0
235000,235000,0.556639338,0.099448865,0.106366736,0.017904111,252.2,0.0092,0.0107,0.0023,0,0.03,0,0.8025,0.0608,0.027,0.0146,0,0.0429,0,0,0
235000,245000,0.562389819,0.142905732,0.106135325,0.016081858,255.9,0.003,0,0,0,0.0098,0,0.7855,0.0528,0.0279,0.0257,0,0.0328,0,0.0627,0
235000,255000,0.570132142,0.118350401,0.109644628,0.018265657,258.2,0,0,0,0,0.0252,0,0.8925,0.032,0.0102,0.0024,0,0.0039,0,0.0341,0
235000,265000,0.518239487,0.122417197,0.107040035,0.01741287,267,0,0,0,0,0.0187,0,0.6232,0.0553,0.0941,0.0444,0,0.1429,0,0.0216,0
235000,275000,0.517231742,0.134719904,0.096194872,0.01831733,276.9,0,0,0,0,0,0,0.6282,0.0377,0.0615,0.0457,0,0.2247,0,0.0023,0
235000,285000,0.557501211,0.106164426,0.098404232,0.013645275,267.3,0.0083,0,0,0,0,0,0.8635,0.0413,0.0221,0.015,0,0.0153,0,0.0347,0
235000,295000,0.545687937,0.09077421,0.092682961,0.015859051,260.9,0.0051,0,0,0,0,0,0.8108,0.0955,0.0216,0,0,0.0504,0,0.0169,0
235000,305000,0.516407698,0.117514058,0.099652523,0.015012842,293.3,0.0072,0,0.0033,4e-04,0.0055,0,0.7241,0.0415,0.0942,0.0148,0,0.0195,0,0.0896,0
235000,315000,0.514490944,0.092911501,0.10394343,0.015580677,266.6,0.0092,0,0,0,0,0,0.7481,0.1289,0.0316,0.0273,0,0.0094,0,0.0457,0
235000,325000,0.471899823,0.138910934,0.104259463,0.020603822,289.9,0,0,0,0,0,0,0.6693,0.0954,0.0371,0.0043,0,0.0148,0,0.1792,0
235000,335000,0.539728243,0.132300005,0.097510196,0.020838788,286.9,0.0199,0,0.0041,0,0,0,0.8296,0,0.0117,0.0566,0,0.0089,0,0.0696,0
235000,345000,0.550072421,0.090758472,0.09562214,0.011809787,277.8,0.0071,0,4e-04,0,0,0,0.855,0.0106,0.0027,0.1215,0,0,0,0.0028,0
235000,355000,0.509814474,0.096705776,0.099523235,0.012911405,276.7,0.0027,0,0,0,0,0,0.6533,0,0.0247,0.2979,0,0.0215,0,0,0
235000,365000,0.514343396,0.094284948,0.097611002,0.011605868,276.4,0.0058,0,0,0,0,0,0.703,0.0755,0.0499,0.1408,0,0.025,0,0,0
235000,375000,0.489811506,0.107713803,0.104099544,0.01198428,287.8,0,0,0.0065,0.002,0,0,0.6045,0.0398,0.0176,0.2661,0,0.0638,0,0,0
235000,385000,0.535353354,0.117183832,0.10699703,0.013452585,272.7,0.0037,0,0,0.0616,0.0477,0,0.7246,0,0.0266,0.1355,0,7e-04,0,0,0
235000,395000,0.502960863,0.114223281,0.110270686,0.015611448,271.5,0.0679,0,0,0.007,0.0548,0,0.7474,0.0359,0.0247,0.0625,0,0,0,0,0
235000,405000,0.510474355,0.118877413,0.105290503,0.020885558,275.7,0.0069,0,0,0,0.1025,0,0.7258,0.1118,0.0087,0.001,0,0,0,0.0134,0
235000,415000,0.483585264,0.123972835,0.104717527,0.01803982,290.4,0.0085,0,0,0,0.1651,0,0.6136,0.0578,0.0227,0.0549,0,0.0348,0,0.0167,5e-04
235000,425000,0.435543549,0.148734274,0.113388132,0.01011792,368.3,0.0212,0,0,5e-04,0.1092,0,0.3659,0.0299,0.0217,0.1625,0.0019,0.0276,0.0083,0,0.0082
235000,435000,0.43161367,0.10992693,0.102482341,0.012716106,343.4,0.0424,0,0,7e-04,0,0,0.277,0.0228,0.0257,0.0807,0,0.3276,1e-04,0,0.0026
235000,445000,0.387016949,0.122520771,0.109441589,0.012918807,362.1,0.0068,0,0,0.0099,0,0,0.2006,0.0771,0.0164,0.3408,0.009,0.2014,5e-04,0.0039,0.0034
245000,105000,0.588833641,0.087208624,0.070145959,0.021682362,305.5,0,0,0.0034,0,0.0219,0,0.8736,0.0281,0.0533,0.0134,0,0,0,0.0066,0
245000,115000,0.5638538,0.112927443,0.080792147,0.019290152,324.4,0.0073,0,0,0,0.0463,0,0.7107,0.0453,0.1504,0.0153,0,0,0,0.0247,0
245000,125000,0.5592891,0.104875973,0.081758658,0.016779998,331.2,0.0258,0,0,0.0013,0.0747,0,0.7607,0.0262,0.0712,0.0255,0,0.0046,0,0.0099,0
245000,135000,0.572678928,0.093489098,0.088886511,0.020610675,338,0,0,0,0,0.0304,0,0.7849,0.0774,0.0821,0.0201,0,0.0055,0,0,0
245000,145000,0.562220677,0.100965232,0.091049888,0.023240299,317.2,0.0134,0,0,0.0043,0.1725,0,0.7153,0.0537,0.0291,0.0121,0,0,0,0,0
245000,155000,0.572802451,0.101668029,0.087241302,0.023558092,322,0.0181,0,0.0028,0,0.1154,0,0.8169,6e-04,0.0172,0.0288,0,0,0,0,0
245000,165000,0.562848878,0.101014046,0.094993661,0.023695531,302.8,0.0036,0,0.0038,0,0.132,0.0019,0.8345,0.005,0.0191,4e-04,0,0,0,0,0
245000,175000,0.577954621,0.096170282,0.089986123,0.018666874,275.4,0.0182,0.0038,0,0,0.038,0,0.8469,0.0176,0.0499,0.0254,0,0,0,0,0
245000,185000,0.556266718,0.098466655,0.0956371,0.017548408,280.4,0.0207,0,0.0036,0.0051,0.027,0,0.7906,0.0199,0.0925,0.0242,0,0.0164,0,0,0
245000,195000,0.493650116,0.127717814,0.093219476,0.018458599,270,0.0658,0.0234,0.0032,0.0087,0.033,0,0.5505,0.0704,0.0547,0.0477,0,0.1429,0,0,0
245000,205000,0.543598515,0.094776676,0.094749611,0.018721043,266.1,0.0252,0,0.0038,0,0.0919,0,0.7693,0.034,0.0267,0.0357,0,0.0136,0,0,0
245000,215000,0.529261376,0.119293637,0.099270711,0.020828083,263.5,0,0,0,0,0.0895,0,0.6625,0.034,0.0247,0.0737,0,0.1155,0,0,0
245000,225000,0.513460467,0.130834027,0.101835796,0.018874044,259.9,0.0078,0,0,0.0052,0.1006,0,0.6361,0.0422,0.0054,0.043,0,0.1599,0,0,0
245000,235000,0.511157527,0.142537139,0.09345968,0.02113196,261.4,0.0071,0.0157,0.0142,0,0.0035,0,0.6014,0.0545,0.0341,0.0388,0,0.231,0,0,0
245000,245000,0.545655518,0.134134509,0.104968053,0.019355025,262.7,0.0063,0.0037,0,0.0055,0.0257,0,0.7532,0.0586,0.0411,0.0225,0,0.0309,0,0.0525,0
245000,255000,0.503532726,0.140743566,0.099775166,0.017107814,272.8,0.1132,0.0082,0,0,0.0386,0,0.6231,0.0203,0.0437,0.0474,0,0.0434,0,0.0623,0
245000,265000,0.540551645,0.145685032,0.10775933,0.018848905,277.1,0.0021,0,0.0044,0,0.0322,0,0.6891,0.0607,0.0888,0.0266,0,0.0075,0,0.0889,0
245000,275000,0.55233237,0.113736452,0.11118816,0.017239556,267.3,0.0048,0,0.0035,0,0.0109,0,0.7366,0.0244,0.0991,0.031,0,0.087,0,0.0028,0
245000,285000,0.53894328,0.197805411,0.099877019,0.017240312,293.2,9e-04,0,0,0,0,0,0.6342,0.0531,0.0442,0.0466,0,0.0372,0,0.1838,0
245000,295000,0.559726916,0.079949862,0.091117075,0.014811081,277.4,0.0062,0,0,0,0,0,0.9388,0.0343,0.0106,0.0059,0,0.0011,0,0.0032,0
245000,305000,0.545502223,0.091392823,0.092895011,0.012220059,269.6,0.0668,0,0.0025,0.0037,0,0,0.8542,0.0602,0.0048,0.0051,0,0.0028,0,0,0
245000,315000,0.535851198,0.084524645,0.103094432,0.015440311,278.2,0.007,0,0,0,0,0,0.8752,0.029,0.0672,0.0132,0,0.003,0,0.0055,0
245000,325000,0.5515457,0.087744648,0.099972782,0.020877326,286.2,0.01,0,0,0.0048,0,0,0.9406,0.0046,0.0147,0,0,0.0132,0,0.0123,0
